Siècle;Identifiant;Type voie;Préposition voie;Nom voie;Dénomination complète;Dénomination complète minuscule;Arrondissement;Date de l'arrêté;Date de caducité;Code voie VdP;Quartier;Code voie DGFIP;Longueur voie;Largeur voie;Feuille parcellaire;Début voie;Fin voie;Numéro pair;Numéro impair;Alignement;Servitude;Historique;Dénomination;Classement;Observation;Numérotage;Origine du nom;Déclassement;Nivellement;Assainissement;Ouverture
;3827;quai;de la;Monnaie;QUAI DE LA MONNAIE;quai de la Monnaie;;;;;;;;;;;;;;;;Actuellement quai de Conti.;;;;;;;;;
;3836;rue;;Mondétor;RUE MONDETOR;rue Mondétor;;;;;;;;;;;;;;;;Actuellement rue Mondétour.;;;;;;;;;
;3927;pont;aux;Meuniers;PONT AUX MEUNIERS;pont aux Meuniers;;;;;;;;;;;;;;;;Brûlé le 24 octobre 1621. Il aboutissait en face de l'Horloge du Palais de Justice et occupait à peu près l'emplacement du pont au Change.;;;;;;;;;
;3736;cour;du;More dite des Anglais;COUR DU MORE DITE DES ANGLAIS;cour du More dite des Anglais;;;;;;;;;;;;;;;;Voir : Maure (rue du).;;;;;;;;;
;3772;rue;;Montorgueil;RUE MONTORGUEIL;rue Montorgueil;;;;;;;;;;;;;;;;Actuellement rue des Petits Carreaux.;;;;;;;;;
;3785;boulevard;;Montmarat;BOULEVARD MONTMARAT;boulevard Montmarat;;;;;;;;;;;;;;;;Actuellement boul. Montmartre.;;;;;;;;;
;3816;cul-de-sac ou impasse;du;Mont Thabor;CUL-DE-SAC OU IMPASSE DU MONT THABOR;cul-de-sac ou impasse du Mont Thabor;;;;;;;;;;;;;;;;Actuellement partie de la rue du Mont Thabor.;;;;;;;;;
;4035;cul-de-sac;de;Matignon;CUL-DE-SAC DE MATIGNON;cul-de-sac de Matignon;;;;;;;;;;;;;;;;Supprimé. Il était situé près de la place de la Petite Bretagne (Supprimé.).;;;;;;;;;
;4046;passage;;Masson;PASSAGE MASSON;passage Masson;;;;;;;;;;;;;;;;Actuellement partie de la rue Durantin.;;;;;;;;;
;4061;rue;du;Martroi;RUE DU MARTROI;rue du Martroi;;;;;;;;;;;;;;;;Supprimée par l'agrandissement de l'Hôtel de Ville. Elle aboutissait d'un côté à la place de Grève (place de l'Hôtel de Ville) et de l'autre à la rue du Monceau Saint-Gervais (Supprimé.). En 1372, elle est désignée sous le nom de rue du Chevet Saint-Jean. On l'a appelée Marteret, du Martrai, du Martroi et du Martroi Saint-Jean. Corrozet dit Martel Saint-Jean, d'autres écrivent Maltois ou Martroi ou Martrai.;;;;;;;;;
;4092;rue;;Marivas;RUE MARIVAS;rue Marivas;;;;;;;;;;;;;;;;Actuellement rue Nicolas Flamel.;;;;;;;;;
;4168;impasse;;Marcès;IMPASSE MARCES;impasse Marcès;11e;;1990-02-20;;Roquette;;;;;rue Popincourt, 39.;;;;;;Dénommée villa Marcès par décision municipale du 20 février 1990. Actuellement partie de la villa Marcès.;;;;;M. Marcès, propriétaire.;;;;
;4176;port;aux;Marbres;PORT AUX MARBRES;port aux Marbres;;;;;;;;;;;;;;;;Il était situé au droit de la place de la Concorde.;;;;;;;;;
18;812;rue;;Trouvée;RUE TROUVEE;rue Trouvée;12e;1780-01-08;1849-08-28;;Quinze-Vingts;;;;;;;;;;;Dénommée partie de la rue de Cotte par décision ministérielle du 28 août 1849.;Arrêt du conseil du Roi du 8 janvier 1780.;;;;;;;;
;814;rue;;Trousse Nonnain;RUE TROUSSE NONNAIN;rue Trousse Nonnain;;;;;;;;;;;;;;;;Actuellement partie de la rue Beaubourg.;;;;;;;;;
;890;rue;du;Trioir;RUE DU TRIOIR;rue du Trioir;;;;;;;;;;;;;;;;Ou Triouer. Voir : Triouer (rue du).;;;;;;;;;
;659;rue;;Verderet;RUE VERDERET;rue Verderet;;;;;;;;;;;;;;;;Ou Verdelet. Voir : Verdelet (rue).;;;;;;;;;
;693;partie du sentier;des;Vaugaris;PARTIE DU SENTIER DES VAUGARIS;partie du sentier des Vaugaris;;;;;;;;;;;;;;;;Supprimé. Commençait rue Léon Gérôme, finissait sentier des Vaugaris à la limite du territoire de Bagnolet.;;;;;;;;;
;700;passage;des;Variétés;PASSAGE DES VARIETES;passage des Variétés;;;;;;;;;;;;;;;;Supprimé. Il faisait partie du Palais Royal et conduisait autrefois de la rue Saint-Honoré au Théâtre Français. Ce théâtre a porté le nom de Théâtre des Variétés.;;;;;;;;;
;723;rue;de la;Vallée de Misère;RUE DE LA VALLEE DE MISERE;rue de la Vallée de Misère;;;;;;;;;;;;;;;;Voir : Descente de la Vallée de Misère (rue de la).;;;;;;;;;
;1230;rue;du;Seigneur de Montmorency;RUE DU SEIGNEUR DE MONTMORENCY;rue du Seigneur de Montmorency;03e;;;;Sainte-Avoye;;;;;;;;;;;Actuellement rue de Montmorency.;;;;;;;;;
;958;porte;de la;Tournelle;PORTE DE LA TOURNELLE;porte de la Tournelle;;;;;;;;;;;;;;;;Voir : Saint-Bernard (porte).;;;;;;;;;
;1087;grande rue;du;Temple;GRANDE RUE DU TEMPLE;grande rue du Temple;;;;;;;;;;;;;;;;Actuellement rue du Temple.;;;;;;;;;
;1099;grande rue ou rue;de;Tarennes;GRANDE RUE OU RUE DE TARENNES;grande rue ou rue de Tarennes;;;;;;;;;;;;;;;;Voir : Egout Saint-Germain (rue de l').;;;;;;;;;
;1129;rue;de;Suez;RUE DE SUEZ;rue de Suez;;;;;;;;;;;;;;;;Supprimée en partie par la construction d'une école communale. Elle allait de la rue de Bagnolet, 77, à la rue de Lesseps. La partie restante, située rue de Bagnolet, 77, est Actuellement l'imp. Suez.;;;;;;;;;
;1134;boulevard;de;Strasbourg;BOULEVARD DE STRASBOURG;boulevard de Strasbourg;;;1851-05-10;;;;;;;;;;;;;Dénommé boulevard de la Butte Chaumont par arrêté préfectoral du 10 mai 1851. Actuellement partie du boulevard de la Villette.;;;;;;;;;
;1174;rue;des;Singes;RUE DES SINGES;rue des Singes;04e;;1868-04-02;;Saint-Gervais;;;;;;;;;;;Dénommée partie de la rue des Guillemites par arrêté préfectoral du 2 avril 1868.;;;;;;;;;
;1398;rue;;Sainte-Croix Chaussée d'Antin;RUE SAINTE-CROIX CHAUSSEE D'ANTIN;rue Sainte-Croix Chaussée d'Antin;;;;;;;;;;;;;;;;Actuellement partie de la rue de Caumartin.;;;;;;;;;
;1547;porte;;Saint-Michel;PORTE SAINT-MICHEL;porte Saint-Michel;;;;;;;;;;;;;;;;Voir : Enfer (porte d').;;;;;;;;;
;1474;porte;;Saint-Roch;PORTE SAINT-ROCH;porte Saint-Roch;;;;;;;;;;;;;;;;Voir : Gaillon (porte).;;;;;;;;;
;1288;rue;des;Sans Culottes;RUE DES SANS CULOTTES;rue des Sans Culottes;;;;;;;;;;;;;;;;Actuellement rue Guisarde.;;;;;;;;;
;1363;rue;;Sainte-Marguerite;RUE SAINTE-MARGUERITE;rue Sainte-Marguerite;11e;;1894-12-28;;Sainte-Marguerite;;;;;;;;;;;Dénommée rue Trousseau par arrêté préfectoral du 28 décembre 1894.;;;;;;;;;
;1584;grand'rue;;Saint-Marceau;GRAND'RUE SAINT-MARCEAU;grand'rue Saint-Marceau;;;;;;;;;;;;;;;;Voir : Saint-Marcel (rue).;;;;;;;;;
;1693;ruelle;;Saint-Honoré;RUELLE SAINT-HONORE;ruelle Saint-Honoré;;;;;;;;;;;;;;;;Voir : Harvey (rue).;;;;;;;;;
;1732;grant rue;;Saint-Germain;GRANT RUE SAINT-GERMAIN;grant rue Saint-Germain;;;;;;;;;;;;;;;;Actuellement rue du Four.;;;;;;;;;
;1782;porte;;Saint-Denis;PORTE SAINT-DENIS;porte Saint-Denis;;;;;;;;;;;;;;;;Elle était située rue Saint-Denis (enceinte de Philippe-Auguste). Elle a été appelée porte Royale.;;;;;;;;;
;1792;rue;;Saint-Damien;RUE SAINT-DAMIEN;rue Saint-Damien;;;;;;;;;;;;;;;;Et Saint-Côme. Actuellement rue de l'Ecole de Médecine.;;;;;;;;;
;2183;rue;;Renard Le Fèvre;RUE RENARD LE FEVRE;rue Renard Le Fèvre;;;;;;;;;;;;;;;;Voir : Renaud Lefèvre (rue).;;;;;;;;;
;2197;rue;du;Rempart;RUE DU REMPART;rue du Rempart;;;;;;;;;;;;;;;;Actuellement partie de la rue Malebranche.;;;;;;;;;
;2201;cour;des;Religieux;COUR DES RELIGIEUX;cour des Religieux;;;;;;;;;;;;;;;;Actuellement partie de la rue Bonaparte.;;;;;;;;;
;2095;quai;de la;Rivière;QUAI DE LA RIVIERE;quai de la Rivière;;;;;;;;;;;;;;;;Actuellement quai des Grands Augustins.;;;;;;;;;
;1896;rue;du;Sablon;RUE DU SABLON;rue du Sablon;;;;;;;;;;;;;;;;Supprimé. en 1511, pour l'agrandissement de l'Hôtel Dieu. On disait aussi rue des Sablons.;;;;;;;;;
;1937;route;;Nationale N° 7;ROUTE NATIONALE N? 7;route Nationale N° 7;;;;;;;;;;;;;;;;Actuellement av. d'Italie et partie de l'av. de la Porte d'Italie.;;;;;;;;;
;1945;route;;Nationale N° 189;ROUTE NATIONALE N? 189;route Nationale N° 189;;;;;;;;;;;;;;;;Actuellement partie de la rue de Vaugirard et de l'av. Ernest Renan.;;;;;;;;;
;1961;route;;Départementale n° 54;ROUTE DEPARTEMENTALE N? 54;route Départementale n° 54;;;;;;;;;;;;;;;;Voir : Châtillon (av. de).;;;;;;;;;
;2463;rue;des;Pots;RUE DES POTS;rue des Pots;;;;;;;;;;;;;;;;Ou Poteries. Voir : Poteries (rue des).;;;;;;;;;
;2477;rue;de la;Poterie;RUE DE LA POTERIE;rue de la Poterie;04e;;1868-04-02;;Saint-Merri;;;;;;;;;;;Dénommée partie de la rue du Renard par arrêté préfectoral du 2 avril 1868.;;;Dite aussi rue de la Poterie des Arcis;;;;;;
;8155;chemin de ronde;de la;Barrière des Rats;CHEMIN DE RONDE DE LA BARRIERE DES RATS;chemin de ronde de la Barrière des Rats;;;;;;;;;;;;;;;;Actuellement partie du boul. de Ménilmontant. Il commençait rue des Rats (Actuellement rue de Mont-Louis et rue Pierre Bayle) et finissait rue de la Roquette.;;;;;;;;;
;8172;rue;de la;Barrière;RUE DE LA BARRIERE;rue de la Barrière;;;;;;;;;;;;;;;;Actuellement rue du Champ de l'Alouette.;;;;;;;;;
;7553;rue;de;Brodeval derrière les Incurables;RUE DE BRODEVAL DERRIERE LES INCURABLES;rue de Brodeval derrière les Incurables;;;;;;;;;;;;;;;;Ou Brodeurs (rue des). Voir : Brodeurs (rue des).;;;;;;;;;
;6262;rue;des;Deux Moulins;RUE DES DEUX MOULINS;rue des Deux Moulins;;;;;;;;;;;;;;;;Ou Deux Moulins Saint-Antoine (rue des). Actuellement rue Lamblardie.;;;;;;;;;
;6281;cour;;Dessort;COUR DESSORT;cour Dessort;12e;;;;Bercy;;;;;;;;;;;Supprimée. Voie située dans les anciens entrepôts de Bercy.;;;;;Entrepôt de M. Dessort;;;;
;6286;impasse;;Désiré;IMPASSE DESIRE;impasse Désiré;;;;;;;;;;;;;;;;Actuellement imp. Léger.;;;;;;;;;
;6290;rue;du;Désert;RUE DU DESERT;rue du Désert;;;;;;;;;;;;;;;;Supprimé. vers 1823. Elle commençait petite rue du Désert (Supprimé.) et finissait rue de la Rochefoucauld.;;;;;;;;;
;6953;rue;du;Cherche Midy;RUE DU CHERCHE MIDY;rue du Cherche Midy;;;;;;;;;;;;;;;;Voir : Chasse Midi (rue du).;;;;;;;;;
;6974;rue;du;Chemin Vert;RUE DU CHEMIN VERT;rue du Chemin Vert;12e;;;;Bercy;;;;;;;;;;;Actuellement rue Proudhon.;;;;;;;;;
;4968;rue;;Hillorain Bertin;RUE HILLORAIN BERTIN;rue Hillorain Bertin;;;;;;;;;;;;;;;;Voir : Hillerin Bertin (rue).;;;;;;;;;
;5616;rue;des;Fossés Saint-Germain;RUE DES FOSSES SAINT-GERMAIN;rue des Fossés Saint-Germain;;;;;;;;;;;;;;;;Actuellement rue des Ciseaux.;;;;;;;;;
;5645;rue;;Fortuné;RUE FORTUNE;rue Fortuné;;;;;;;;;;;;;;;;Actuellement partie de la rue Balzac.;;;;;;;;;
;6319;rue;du;Demi-Saint;RUE DU DEMI-SAINT;rue du Demi-Saint;;;;;;;;;;;;;;;;"Supprimé par l'ouverture de la place du Louvre. Elle commençait rue Chilpéric et finissait rue des Fossés Saint-Germain l'Auxerrois. En 1271, c'était la rue du Tronc Bernard ; en 1300, rue du Trou Bernard ; à la fin du Xve siècle, rue du Demi-Saint.";;;;;;;;;
;6332;passage;;Delessert;PASSAGE DELESSERT;passage Delessert;;;;;;;;;;;;;;;;Actuellement rue Pierre Dupont.;;;;;;;;;
;6990;rue;du;Chemin de Ménilmontant;RUE DU CHEMIN DE MENILMONTANT;rue du Chemin de Ménilmontant;;;;;;;;;;;;;;;;Actuellement partie de la rue Oberkampf.;;;;;;;;;
;7004;;;Chemin de Grande Communication N° 31;CHEMIN DE GRANDE COMMUNICATION N? 31;Chemin de Grande Communication N° 31;;;;;;;;;;;;;;;;Actuellement boul. de la Commanderie.;;;;;;;;;
;7056;place;aux;Chats;PLACE AUX CHATS;place aux Chats;;;;;;;;;;;;;;;;Voir : Limace (rue de la).;;;;;;;;;
;5728;passage;de;Flore;PASSAGE DE FLORE;passage de Flore;;;;;;;;;;;;;;;;Supprimé. par l'ouverture du boul. du Palais. Il conduisait de la rue de la Pelleterie (Supprimé.) à la rue de Constantine (Actuellement rue de Lutèce).;;;;;;;;;
;6387;passage et cour;des;Dames Saint-Chaumond;PASSAGE ET COUR DES DAMES SAINT-CHAUMOND;passage et cour des Dames Saint-Chaumond;;;;;;;;;;;;;;;;Supprimé. Ils étaient situés entre les rues Saint-Denis et du Ponceau. Cette dernière rue a été absorbée par le boulevard de Sébastopol.;;;;;;;;;
;5750;rue;des;Filles Pénitentes;RUE DES FILLES PENITENTES;rue des Filles Pénitentes;;;;;;;;;;;;;;;;Ou Filles Repenties (rue des). Voir : Orléans Saint-Honoré (rue d').;;;;;;;;;
;5763;rue;aux;Fèves;RUE AUX FEVES;rue aux Fèves;;;;;;;;;;;;;;;;"Supprimé. en 1860. Elle commençait rue de la Vieille Draperie (Supprimé.) et finissait rue de la Calandre (Supprimé.). En 1260, vicus Fabrorum. En 1291, rue aux Fèves (vicus Fabarum) ; plus tard rue au Feure, rue aux Febvres ou Fèvres, via ad Fabros.";;;;;;;;;
;6422;ruelle;du;Curé de Saint-Eustache;RUELLE DU CURE DE SAINT-EUSTACHE;ruelle du Curé de Saint-Eustache;;;;;;;;;;;;;;;;Voir : Traînée (rue).;;;;;;;;;
;6444;rue;du;Crucifix Saint-Jacques;RUE DU CRUCIFIX SAINT-JACQUES;rue du Crucifix Saint-Jacques;;;;;;;;;;;;;;;;Voir : Saint-Jacques la Boucherie (rue).;;;;;;;;;
;358;voie;;Z/11;VOIE Z/11;voie Z/11;11e;;1979-07-27;;Saint-Ambroise;;;;;;;;;;;Dénommée rue Scarron par arrêté municipal du 27 juillet 1979.;;;;;;;;;
;282;voie;;DL/12;VOIE DL/12;voie DL/12;12e;;2000-11-24;;Bercy;;;;;;;;;;;Dénommée square Eugène Hatton par décision municipale du 24 novembre 2000.;;;;;;;;;
;12061;quai;du;Marché Neuf;QUAI DU MARCHE NEUF;quai du Marché Neuf;04e;;2018-12-10;;Notre-Dame;;155;20;91C2;Petit Pont-Cardinal Lustiger et rue de la Cité, 6.;pont Saint-Michel et boulevard du Palais, 15.;8;;;Les immeubles portant les nos 4, 6 et 8 sont assujettis à une servitude d'architecture.;"Dénommé quai du Marché Neuf-Maurice Grimaud par délibération municipale des 10, 11, 12 et 13 décembre 2018. En 1210, c'était la rue de l'Orberie ou de l'Herberie ; en 1568, la rue du Marché Neuf.";;;;Arrêté du 31 juillet 1872.;Emplacement de l'ancien Marché Neuf.;;;;Ce quai a été formé en exécution de lettres patentes du 9 septembre 1734 et du 22 avril 1769. Un décret du 15 décembre 1851 a déclaré d'utilité publique son prolongement jusqu'au Petit Pont. Il a été élargi à la suite d'un décret du 8 août 1860, relatif à la construction de la caserne de la Cité.
20;14264;passerelle;;BZ/12;PASSERELLE BZ/12;passerelle BZ/12;12e;1991-01-01;2021-04-15;;Picpus;;87;2,5;114A3,114A4;allée Vivaldi.;rue Jacques Hillairet.;;;;;Dénommée passerelle André Léo par délibération municipale des 13, 14 et 15 avril 2021. Voie créée dans le cadre de l'aménagement de la Zac `Reuilly`.;;;Passerelle publique enjambant un espace vert. Acquisition par la Ville de Paris en date du 26 janvier 1993. Arrêté municipal du 26 juillet 1996, supprimant de la liste des voies privées ouvertes à la circulation la voie BZ/12, devenue voie publique.;;;;;;
;197;voie;;DM/12;VOIE DM/12;voie DM/12;12e;;2006-11-02;;Bercy;;;;;;;;;;;Dénommée rue Gerty Archimède par arrêté municipal du 2 novembre 2006.;;;;;;;;;
;15556;impasse;;Parmentier;IMPASSE PARMENTIER;impasse Parmentier;11e;;1863-01-24;;Saint-Ambroise;;;;;avenue Parmentier, 15.;en impasse;;;;;Intégrée au sol de voie de la rue Saint-Irénée (actuellement rue Lacharrière) par décret impérial du 24 janvier 1863.;;;;;;;;;
;636;rue;du;Vert Buisson;RUE DU VERT BUISSON;rue du Vert Buisson;;;;;;;;;;;;;;;;Voir : Ile des Cygnes (rue de l').;;;;;;;;;
;558;rue;des;Vieilles Étuves;RUE DES VIEILLES ETUVES;rue des Vieilles Étuves;04e;;;;Saint-Merri;;;;;;;;;;;"Devenue rue des Vielles Étuves Saint-Martin, puis dénommée rue des Étuves Saint-Martin par arrêté du 24 janvier 1881.  En 1350, c'était la rue Geoffroy des Bains ou Geoffroy des Estuves ; en 1300, la rue des Estuves.";;;;;;;;;
;596;rue;de la;Vieille Behaigne;RUE DE LA VIEILLE BEHAIGNE;rue de la Vieille Behaigne;;;;;;;;;;;;;;;;Voir : Behaigne (rue de).;;;;;;;;;
;778;quai;de l';Unité;QUAI DE L'UNITE;quai de l'Unité;;;;;;;;;;;;;;;;Actuellement quai de Conti.;;;;;;;;;
;789;voie;;T/12;VOIE T/12;voie T/12;12e;;1960-09-28;;Picpus;;;;;;;;;;;Dénommée villa des Artisans (supprimée) par décision préfectorale du 28 septembre 1960.;;;;;;;;;
;923;rue;;Traversane;RUE TRAVERSANE;rue Traversane;;;;;;;;;;;;;;;;Actuellement partie de la rue Berger.;;;;;;;;;
;926;rue;;Transnonnain;RUE TRANSNONNAIN;rue Transnonnain;;;1851-03-11;;;;;;;;;;;;;Dénommée partie de la rue Beaubourg par arrêté préfectoral du 11 mars 1851.;;;;;;;;;
;4407;sentier;de la;Lieutenance;SENTIER DE LA LIEUTENANCE;sentier de la Lieutenance;12e;;;;Bel-Air;;;;;boulevard Carnot.;avenue Maurice Ravel;;;;;Supprimé.;;;Situé sur le territoire zonier de Saint-Mandé annexé à Paris par décret du 18 avril 1929.;;;;;;
21;15252;allée;;Célestin Hennion;ALLEE CELESTIN HENNION;allée Célestin Hennion;04e;2006-11-28;2007-07-11;;Notre-Dame;;;;91A4;;;;;;;;Arrêté municipal du 28 novembre 2006.;;Voie desservant les boutiques du marché aux fleurs, place Louis Lépine. L'arrêté du 11 juillet 2007 a modifié les emprises des précédentes dénominations (arrêtés du 11 août 2006 et du 28 novembre 2006).;;Célestin Hennion (Gommegnies (Nord), 1862-Le Havre, 1915), grand réformateur de l'organisation policière française. Nommé à la succession de Louis Lépine comme préfet de police en 1913, puis en 1914 avec rang d'ambassadeur, Commissaire général du Gouvernement de la République auprès du Gouvernement belge basé près du Havre.;;;;
21;15042;voie;;DP/12;VOIE DP/12;voie DP/12;12e;2010-01-01;2021-06-04;;Bercy;;58;7;113B4;rue Jorge Semprun, 26.;rue du Charolais, 35;;;;;Dénommée rue Anna Jaclard par décision municipale du 4 juin 2021.;;;;;;;;;
;4518;rue;de la;Lanterne;RUE DE LA LANTERNE;rue de la Lanterne;04e;;;;Notre-Dame;;;;;;;;;;;Actuellement partie de la place Louis Lépine et de la rue de la Cité.;;;;;;;;;
19;4552;avenue;;Lacuée;AVENUE LACUEE;avenue Lacuée;12e;1875-02-10;1879-08-16;;Quinze-Vingts;;;;;;;;;;;Dénommée partie de l'avenue Ledru-Rollin par arrêté préfectoral du 16 août 1879.;Décret présidentiel du 10 février 1875.;;;;;;;;
;4548;passage;;Laffite;PASSAGE LAFFITE;passage Laffite;;;;;;;;;;;;;;;;Supprimé. en 1854. Il allait de la rue Le Peletier, 11, à la rue Laffitte, 16.;;;;;;;;;
;4284;rue;des;Magasins;RUE DES MAGASINS;rue des Magasins;;;;;;;;;;;;;;;;Actuellement rue de Saint-Quentin.;;;;;;;;;
;4332;place;du;Louvre;PLACE DU LOUVRE;place du Louvre;;;;;;;;;;;;;;;;Supprimée lors de l'ouverture de la rue de l'Amiral de Coligny.;;;;;;;;;
;4369;ruelle;;Longue Allée;RUELLE LONGUE ALLEE;ruelle Longue Allée;;;;;;;;;;;;;;;;Actuellement imp. Bouvart.;;;;;;;;;
;4373;rue;de;Longpont;RUE DE LONGPONT;rue de Longpont;04e;;;;Saint-Gervais;;;;;;;;;;;Actuellement rue de Brosse.;;;Dite aussi rue aux Moines de Longpont;;;;;;
;4394;rue;de la;Limace;RUE DE LA LIMACE;rue de la Limace;;;;;;;;;;;;;;;;Supprimée par l'ouverture de la rue des Halles. Elle commençait rue des Déchargeurs et finissait rue des Bourdonnais. Vers 1300, c'était la rue de la Mancherie. En 1412, elle était déjà nommée rue de la Limace. En 1575, rue de la Place aux Pourceaux, autrement dite de la Limace, et rue de la Viels Place aux Pourceaux. Sauval dit qu'elle a été appelée rue aux Chats et de la Place aux Chats.;;;;;;;;;
;7647;rue;;Bourdet;RUE BOURDET;rue Bourdet;;;;;;;;;;;;;;;;Ou Bourdelle. Actuellement rue Descartes.;;;;;;;;;
;7694;rue;de la;Bouclerie;RUE DE LA BOUCLERIE;rue de la Bouclerie;;;;;;;;;;;;;;;;Actuellement partie de la rue Brisemiche.;;;;;;;;;
;7708;ruelle;de la;Boucherie;RUELLE DE LA BOUCHERIE;ruelle de la Boucherie;;;;;;;;;;;;;;;;Actuellement partie de la rue Grégoire de Tours.;;;;;;;;;
;7714;rue;;Bouchée;RUE BOUCHEE;rue Bouchée;;;;;;;;;;;;;;;;Voir : Oblin (rue).;;;;;;;;;
;7742;ruelle;des;Bons Enfants;RUELLE DES BONS ENFANTS;ruelle des Bons Enfants;;;;;;;;;;;;;;;;Voir : Saint-Benoît (cul-de-sac).;;;;;;;;;
;7480;vicus;de;Byeria;VICUS DE BYERIA;vicus de Byeria;;;;;;;;;;;;;;;;Voir : Venise (Imp. de).;;;;;;;;;
;7520;rue;de la;Buffeterie;RUE DE LA BUFFETERIE;rue de la Buffeterie;;;;;;;;;;;;;;;;Actuellement partie de la rue des Lombards.;;;;;;;;;
;7572;rue;;Breneuse;RUE BRENEUSE;rue Breneuse;;;;;;;;;;;;;;;;Voir : Pagevin (rue).;;;;;;;;;
;7583;rue;du;Brave;RUE DU BRAVE;rue du Brave;;;;;;;;;;;;;;;;Supprimé. en 1814. Elle commençait rue des Quatre Vents et finissait rue du Petit Lion (Actuellement partie de la rue Saint-Sulpice). En 1621 elle est nommée rue du Petit Brave. Elle aurait aussi porté le nom de rue de Brenne.;;;;;;;;;
;8229;place et porte;;Balederii;PLACE ET PORTE BALEDERII;place et porte Balederii;;;;;;;;;;;;;;;;Ou Baldaeri. Voir : Baldaeri (place et porte).;;;;;;;;;
;7619;impasse;de la;Bouteille;IMPASSE DE LA BOUTEILLE;impasse de la Bouteille;;;;;;;;;;;;;;;;Supprimée par l'ouverture de la rue Etienne Marcel. Elle était située rue Montorgueil près de la rue Tiquetonne. Au XVIIe siècle rue de la Cueiller et rue Commune.;;;;;;;;;
;7636;cour;de;Bourgogne;COUR DE BOURGOGNE;cour de Bourgogne;12e;;1877-02-01;;Quinze-Vingts;;;;;;;;;;;Dénommée cour des Bourguignons (supprimée) par arrêté préfectoral du 1er février 1877.;;;;;;;;;
;5626;chemin;sur les;Fossés de l'Abbaye;CHEMIN SUR LES FOSSES DE L'ABBAYE;chemin sur les Fossés de l'Abbaye;;;;;;;;;;;;;;;;Actuellement rue de l'Echaudé.;;;;;;;;;
;5635;rue;du;Fossé Mademoiselle;RUE DU FOSSE MADEMOISELLE;rue du Fossé Mademoiselle;;;;;;;;;;;;;;;;Voir : Saint-Nicaise (rue).;;;;;;;;;
;5644;avenue;;Fortunée;AVENUE FORTUNEE;avenue Fortunée;;;;;;;;;;;;;;;;Actuellement partie de la rue Balzac.;;;;;;;;;
;6337;passage;;Delaruelle;PASSAGE DELARUELLE;passage Delaruelle;;;;;;;;;;;;;;;;Actuellement rue des Tennis.;;;;;;;;;
;6998;partie du;;Chemin de Grande Communication N° 50;PARTIE DU CHEMIN DE GRANDE COMMUNICATION N? 50;partie du Chemin de Grande Communication N° 50;;;;;;;;;;;;;;;;Actuellement boul. Carnot.;;;;;;;;;
;7005;;;Chemin de Grande Communication N° 20 Bis;CHEMIN DE GRANDE COMMUNICATION N? 20 BIS;Chemin de Grande Communication N° 20 Bis;;;;;;;;;;;;;;;;Actuellement av. Ibsen.;;;;;;;;;
;5683;rue;de la;Fontaine Maubuée;RUE DE LA FONTAINE MAUBUEE;rue de la Fontaine Maubuée;04e;;;;Saint-Merri;;;;;;;;;;;Partie supprimée de la rue Simon Le Franc, entre les rues Brisemiche (tronçon supprimé) et Saint-Martin.;;;;;;;;;
;7040;rue;de la;Chaussée des Minimes;RUE DE LA CHAUSSEE DES MINIMES;rue de la Chaussée des Minimes;03e;;1867-02-26;;Archives;;;;;;;;;;;Dénommée rue de Béarn par arrêté préfectoral du 26 février 1867.;;;;;;;;;
;6396;rue;;Dame Agnès l'Asnière;RUE DAME AGNES L'ASNIERE;rue Dame Agnès l'Asnière;;;;;;;;;;;;;;;;Actuellement partie de la rue Sainte-Croix de la Bretonnerie.;;;;;;;;;
;6397;rue;;Dame Agnès;RUE DAME AGNES;rue Dame Agnès;;;;;;;;;;;;;;;;Supprimé. D'après Sauval, elle aboutissait rue de la Mortellerie (rue de l'Hôtel de Ville), près de la Chapelle d'Etienne Haudry. Elle est mentionnée dans le compte de prévôté de Paris de 1417.;;;;;;;;;
;6398;allée;des;Dahlias;ALLEE DES DAHLIAS;allée des Dahlias;;;;;;;;;;;;;;;;Supprimé. Commençait av. Paul Appell, finissait allée des Sureaux (Supprimé.).;;;;;;;;;
;7083;rue;du;Chataigner;RUE DU CHATAIGNER;rue du Chataigner;;;;;;;;;;;;;;;;Actuellement rue Laromiguière.;;;;;;;;;
;7095;rue;de la;Chartrière;RUE DE LA CHARTRIERE;rue de la Chartrière;;;;;;;;;;;;;;;;Actuellement imp. Chartière.;;;;;;;;;
;5108;rue;;Guntzbourg;RUE GUNTZBOURG;rue Guntzbourg;;;;;;;;;;;;;;;;Actuellement rue Cardinale.;;;;;;;;;
;5756;vicus;;Figularia;VICUS FIGULARIA;vicus Figularia;;;;;;;;;;;;;;;;Actuellement rue du Renard.;;;;;;;;;
